date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:47:13	15329/15329	---M--	200	added ('OK')	image/jpeg	etag:%2247f2504fe76fc527c5766f93b642081b-ssl%22	https://www.davincicorps.com/assets/img/doctor/d2.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/doctor/d2.jpg	(from https://www.davincicorps.com/)
13:47:13	26152/26152	---M--	200	added ('OK')	image/jpeg	etag:%221126e9e45baefcc4cd9f28dae670eaad-ssl%22	https://www.davincicorps.com/assets/img/doctor/d3.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/doctor/d3.jpg	(from https://www.davincicorps.com/)
13:47:14	14074/14074	---M--	200	added ('OK')	image/jpeg	etag:%22bb97a446c70530277c468d0b11cd1d9a-ssl%22	https://www.davincicorps.com/assets/img/doctor/d41.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/doctor/d41.jpg	(from https://www.davincicorps.com/)
13:47:14	23222/23222	---M--	200	added ('OK')	image/jpeg	etag:%22dab477ad531c313f2bc9f49ec267943d-ssl%22	https://www.davincicorps.com/assets/img/ocean/ot11.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/ocean/ot11.jpg	(from https://www.davincicorps.com/)
13:47:15	37736/37736	---M--	200	added ('OK')	image/jpeg	etag:%22c904199589addb312d6a708858f440ef-ssl%22	https://www.davincicorps.com/assets/img/ocean/ot2.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/ocean/ot2.jpg	(from https://www.davincicorps.com/)
13:47:15	21527/21527	---M--	200	added ('OK')	image/jpeg	etag:%22d20e0469fff7ff6835c31a91bc9d0522-ssl%22	https://www.davincicorps.com/assets/img/ocean/ot3.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/ocean/ot3.jpg	(from https://www.davincicorps.com/)
13:47:16	27338/27338	---M--	200	added ('OK')	image/jpeg	etag:%225234df425a0205697f0b3ff1685ff833-ssl%22	https://www.davincicorps.com/assets/img/ocean/ot4.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/ocean/ot4.jpg	(from https://www.davincicorps.com/)
13:47:16	16706/16706	---M--	200	added ('OK')	image/jpeg	etag:%22d3eca964609bff91d6b7d33d98bfd072-ssl%22	https://www.davincicorps.com/assets/img/ipl/i2.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/ipl/i2.jpg	(from https://www.davincicorps.com/)
13:47:17	18952/18952	---M--	200	added ('OK')	image/jpeg	etag:%22956d3974a26e52dc80764a1206c7f6a4-ssl%22	https://www.davincicorps.com/assets/img/ipl/i3.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/ipl/i3.jpg	(from https://www.davincicorps.com/)
13:47:17	18815/18815	---M--	200	added ('OK')	image/jpeg	etag:%2269b20124d8488a71ad24bdd10264653d-ssl%22	https://www.davincicorps.com/assets/img/ipl/i11.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/ipl/i11.jpg	(from https://www.davincicorps.com/)
13:47:18	18153/18153	---M--	200	added ('OK')	image/jpeg	etag:%22c6695cadc04b991aff55a579f1ab7491-ssl%22	https://www.davincicorps.com/assets/img/ipl/i4.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/ipl/i4.jpg	(from https://www.davincicorps.com/)
13:47:18	14690/14690	---MCZ	200	added ('OK')	application/javascript	etag:%22c55e2dc00124c68cb446728991258b7e-ssl-df%22	https://www.davincicorps.com/assets/vendor/aos/aos.js	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/aos/aos.js	(from https://www.davincicorps.com/)
13:47:36	2731/2731	---M-Z	200	added ('OK')	application/javascript	etag:%22d08daa9f67bcf6ac41180a9ba98d11e5-ssl-df%22	https://www.davincicorps.com/assets/vendor/php-email-form/validate.js	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/php-email-form/validate.js	(from https://www.davincicorps.com/)
13:47:36	140317/140317	---MCZ	200	added ('OK')	application/javascript	etag:%22c13e4423e58e1d5fc39280d00568c4f0-ssl-df%22	https://www.davincicorps.com/assets/vendor/swiper/swiper-bundle.min.js	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/swiper/swiper-bundle.min.js	(from https://www.davincicorps.com/)
13:47:37	4345/4345	---MCZ	200	added ('OK')	application/javascript	etag:%220e1ae11dec6823efd673ecf3ef763066-ssl-df%22	https://www.davincicorps.com/assets/vendor/purecounter/purecounter.js	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/purecounter/purecounter.js	(from https://www.davincicorps.com/)
13:47:37	89501/89501	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2014:28:09%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/My%20Web%20Sites/new/ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://www.davincicorps.com/)
13:47:37	21257/21257	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-5309%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.16.0/umd/popper.min.js	C:/My%20Web%20Sites/new/cdnjs.cloudflare.com/ajax/libs/popper.js/1.16.0/umd/popper.min.js	(from https://www.davincicorps.com/)
13:47:38	60044/60044	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:11%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js	C:/My%20Web%20Sites/new/maxcdn.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js	(from https://www.davincicorps.com/)
13:47:38	43048/43048	---MCZ	200	added ('OK')	application/javascript	etag:%22fd97fa2620c840351c82ebf73dc06539-ssl-df%22	https://www.davincicorps.com/assets/js/particles.js	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/js/particles.js	(from https://www.davincicorps.com/)
13:47:39	2821/2821	---MCZ	200	added ('OK')	application/javascript	etag:%22c56217d5c4f44e02d64e95d7b231bc20-ssl-df%22	https://www.davincicorps.com/assets/js/app.js	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/js/app.js	(from https://www.davincicorps.com/)
13:47:39	7451/7451	---MCZ	200	added ('OK')	application/javascript	etag:%220043196a43969278d766af44873ce18a-ssl-df%22	https://www.davincicorps.com/assets/vendor/floating-wpp/floating-wpp.min.js	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/floating-wpp/floating-wpp.min.js	(from https://www.davincicorps.com/)
13:47:39	44731/44731	---MCZ	200	added ('OK')	application/javascript	etag:W/%224a019399873a3e8e4922c11446be3004%22	https://assets.calendly.com/assets/external/widget.js	C:/My%20Web%20Sites/new/assets.calendly.com/assets/external/widget.js	(from https://www.davincicorps.com/)
13:47:50	7659/7659	---MCZ	200	added ('OK')	application/javascript	etag:%22cb0149a6cf1d25bc792522aa44ce36d1-ssl-df%22	https://www.davincicorps.com/assets/js/main.js	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/js/main.js	(from https://www.davincicorps.com/)
13:47:51	106812/106812	---MCZ	200	added ('OK')	application/font-woff	etag:%2254e3705598a89f98e38d1f4f7fbaa1dd-ssl-df%22	https://www.davincicorps.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff?4601c71fb26c9277391ec80789bfde9c	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons289b.woff	(from https://www.davincicorps.com/assets/vendor/bootstrap-icons/bootstrap-icons.css)
13:47:51	80504/80504	---M--	200	added ('OK')	font/woff2	etag:%2235d6389d47152f8665c095a10aa1192e-ssl%22	https://www.davincicorps.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?4601c71fb26c9277391ec80789bfde9c	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons289b.woff2	(from https://www.davincicorps.com/assets/vendor/bootstrap-icons/bootstrap-icons.css)
13:47:52	273536/273536	---MCZ	200	added ('OK')	application/octet-stream	etag:%2274353a2a1f3d6e79a60256c385bc200c-ssl-df%22	https://www.davincicorps.com/assets/vendor/boxicons/fonts/boxicons.eot	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/boxicons/fonts/boxicons.eot	(from https://www.davincicorps.com/assets/vendor/boxicons/css/boxicons.min.css)
13:47:52	93260/93260	---M--	200	added ('OK')	font/woff2	etag:%22d73d034c12f4bdd0550fd650589d704a-ssl%22	https://www.davincicorps.com/assets/vendor/boxicons/fonts/boxicons.woff2	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/boxicons/fonts/boxicons.woff2	(from https://www.davincicorps.com/assets/vendor/boxicons/css/boxicons.min.css)
13:47:53	273444/273444	---MCZ	200	added ('OK')	application/font-woff	etag:%22bbf7383ae566b5deaa429466ec1c2a04-ssl-df%22	https://www.davincicorps.com/assets/vendor/boxicons/fonts/boxicons.woff	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/boxicons/fonts/boxicons.woff	(from https://www.davincicorps.com/assets/vendor/boxicons/css/boxicons.min.css)
13:47:54	273368/273368	---M--	200	added ('OK')	font/ttf	etag:%223691d8851723d7bc248568b0138ff082-ssl%22	https://www.davincicorps.com/assets/vendor/boxicons/fonts/boxicons.ttf	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/boxicons/fonts/boxicons.ttf	(from https://www.davincicorps.com/assets/vendor/boxicons/css/boxicons.min.css)
13:47:54	975365/975365	---MCZ	200	added ('OK')	image/svg+xml	etag:%22399112d7aefcbf6cf7c39526dd21158d-ssl-df%22	https://www.davincicorps.com/assets/vendor/boxicons/fonts/boxicons.svg?	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/boxicons/fonts/boxiconsd41d.svg	(from https://www.davincicorps.com/assets/vendor/boxicons/css/boxicons.min.css)
13:47:55	327/327	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2244865ae2d3f410c21f911d2c5e8bfdd2%22	https://assets.calendly.com/assets/external/close-icon.svg	C:/My%20Web%20Sites/new/assets.calendly.com/assets/external/close-icon.svg	(from https://assets.calendly.com/assets/external/widget.css)
13:47:55	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:%220119263eb3ba56ad16a49087c0f79067-ssl-df%22	https://www.davincicorps.com/assets/vendor/isotope-layout/isotope.pkgd.min.js	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/isotope-layout/isotope.pkgd.min.js	(from https://www.davincicorps.com/)
13:47:55	54762/54762	---MCZ	200	added ('OK')	application/javascript	etag:%22c0e93956cf6a5e6650f7d63bee537ea5-ssl-df%22	https://www.davincicorps.com/assets/vendor/glightbox/js/glightbox.min.js	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/vendor/glightbox/js/glightbox.min.js	(from https://www.davincicorps.com/)
